subset_id,model,model_type,n_cases,rmse_m,mae_m,rmse_ratio_pct,mae_ratio_pct,bias_m,pearson_r,spearman_rho,hit_rate_30pct,tail_coverage_low,tail_coverage_high,tail_coverage_overall,dynamic_range_p90_p10,range_coverage_fraction,dynamic_range_pass,attractor_pass,attractor_max_fraction,attractor_message
BM-A_full,baseline_constant,baseline,67,91.43101028488547,61.89813346896859,94.65214541190906,74.76275458378954,1.6331877807023198e-14,-1.693459201867127e-16,,0.2537313432835821,0.0,0.3888888888888889,0.16279069767441862,1.0,0.0,False,False,1.0,"FAIL: 100.00% of predictions in a band spanning 20% of observed range [37, 518] m. Attractor behaviour detected."
BM-A_full,baseline_depth_scaled,baseline,67,87.60546008761555,54.543633598514035,86.99732931712178,63.17898315388912,-2.439176555594374e-14,0.28623595604692237,0.4675993449607174,0.373134328358209,0.08,0.5,0.2558139534883721,1.9951898486806117,0.16714170504058554,False,False,1.0,"FAIL: 100.00% of predictions in a band spanning 20% of observed range [37, 518] m. Attractor behaviour detected."
BM-A_full,baseline_linear_wind,baseline,67,87.73440066861914,55.02303574685051,89.56778817245544,64.4982871080128,-3.945102950787422e-14,0.2814721049095065,0.43047878236460413,0.40298507462686567,0.12,0.5,0.27906976744186046,1.9883027086331682,0.17162524712808935,False,False,1.0,"FAIL: 100.00% of predictions in a band spanning 20% of observed range [37, 518] m. Attractor behaviour detected."
BM-A_full,cl,candidate,67,112.48056110458826,69.06993691374448,77.562576726117,58.757087944669586,-48.809488970207994,-0.023744371823108686,0.059512643904091306,0.22388059701492538,0.2,0.1111111111111111,0.16279069767441862,4.0704486087753,0.3563727976837296,False,False,0.5373134328358209,"FAIL: 53.73% of predictions in a band spanning 20% of observed range [37, 518] m. Attractor behaviour detected."
BM-A_full,scaling,candidate,67,117.85490693846583,74.89058591611449,68.7640872782316,59.858613311349394,-67.90936771666198,-0.01219020025047047,0.06390324808212622,0.1791044776119403,0.32,0.05555555555555555,0.20930232558139536,4.245019433087027,0.24947843053084284,False,True,0.3880597014925373,OK: max fraction in any 20% band = 38.81%
BM-B_cross_method,baseline_constant,baseline,6,71.17307475166263,68.47087856121892,139.01148045703744,127.43948985937905,33.893409172661705,,,0.0,0.0,0.0,0.0,1.0,0.0,False,False,1.0,"FAIL: 100.00% of predictions in a band spanning 20% of observed range [38, 212] m. Attractor behaviour detected."
BM-B_cross_method,baseline_depth_scaled,baseline,6,68.87819068065454,64.29103388456689,150.03029948863517,126.44204944481372,40.20321014424721,0.45054549213699147,0.23190841426097938,0.0,0.0,0.0,0.0,1.5112448435341035,0.460407387522401,False,False,0.8333333333333334,"FAIL: 83.33% of predictions in a band spanning 20% of observed range [38, 212] m. Attractor behaviour detected."
BM-B_cross_method,baseline_linear_wind,baseline,6,65.97210462834276,60.899097803789694,142.69679383582024,119.06936497698564,36.62359222700518,0.4856292001516256,0.40583972495671394,0.0,0.0,0.0,0.0,1.5912777913808018,0.47238114211887644,False,False,0.8333333333333334,"FAIL: 83.33% of predictions in a band spanning 20% of observed range [38, 212] m. Attractor behaviour detected."
BM-B_cross_method,cl,candidate,6,107.99586508072927,90.78618017322164,186.48510145544498,148.3982635637076,29.57937054634135,-0.2809484501909594,-0.3478626213914691,0.0,0.0,0.0,0.0,5.405168131286365,0.977909736902926,True,True,0.3333333333333333,OK: max fraction in any 20% band = 33.33%
BM-B_cross_method,scaling,candidate,6,88.07048337723383,66.02770836596584,115.32432320165513,92.22432284155474,-2.6046091692456663,-0.2692246663409011,-0.3478626213914691,0.16666666666666666,0.25,0.0,0.2,5.467804061161338,0.6861143538898831,True,True,0.3333333333333333,OK: max fraction in any 20% band = 33.33%
BM-C_narrow_spacing,baseline_constant,baseline,30,59.8866696468434,58.95055854399504,135.02818166095975,128.13391522991355,58.95055854399504,,,0.0,0.0,,0.0,1.0,0.0,False,True,0.0,OK: max fraction in any 20% band = 0.00%
BM-C_narrow_spacing,baseline_depth_scaled,baseline,30,54.384653435305395,47.124779929520514,122.74362063215733,103.17753193793482,47.124779929520514,0.02721808640710012,-0.006230529749266882,0.13333333333333333,0.08,,0.08,2.0426671265863927,1.8998345360645992,True,True,0.2,OK: max fraction in any 20% band = 20.00%
BM-C_narrow_spacing,baseline_linear_wind,baseline,30,56.194547775597734,48.64942595284349,127.0472891538208,106.696531938441,48.64942595284349,-0.012081457082380368,-0.020471740604734043,0.16666666666666666,0.12,,0.12,2.119788129298217,2.0103862807462094,True,True,0.2,OK: max fraction in any 20% band = 20.00%
BM-C_narrow_spacing,cl,candidate,30,43.85625076115684,30.35155840021951,93.75985548486423,62.99420719409606,8.959512729851319,0.14798063017767166,0.008455718945433625,0.2,0.2,,0.2,4.046119353489866,4.5151997659039615,True,True,0.3,OK: max fraction in any 20% band = 30.00%
BM-C_narrow_spacing,scaling,candidate,30,32.2555295061453,25.265017654875592,66.51548568692516,51.222360910626165,-10.33491879028763,0.1504123380186398,0.008455718945433625,0.3,0.32,,0.32,4.228250448430346,3.1663145804285304,True,True,0.3,OK: max fraction in any 20% band = 30.00%
BM-D_wide_spacing,baseline_constant,baseline,12,190.8298192399877,154.80405454900497,54.73442200645319,52.287003304012956,-154.80405454900497,,,0.08333333333333333,,0.08333333333333333,0.08333333333333333,1.0,0.0,False,True,0.0,OK: max fraction in any 20% band = 0.00%
BM-D_wide_spacing,baseline_depth_scaled,baseline,12,183.32417344051137,137.98816823573452,49.067520551990604,43.66084786259279,-137.98816823573452,-0.548753622473497,-0.4265734265734266,0.3333333333333333,,0.3333333333333333,0.3333333333333333,1.2985186056547804,0.13389117205929663,False,True,0.0,OK: max fraction in any 20% band = 0.00%
