observation_id,site_id,site_label,image_date,observed_spacing_m,measurement_method,manual_spacing_m,wiggle_spacing_m,has_manual,has_wiggle,latitude,longitude,observation_time_utc,representative_u10_mps,depth_m,fetch_m,pattern_lifetime_s,pattern_reset_time,pattern_reset_event_count,pattern_reset_causes,wind_direction_deg,forcing_mode,matched_cache_file,lookback_hours,onset_only,visible_spacing_multiplier,max_visible_mergers,max_visible_aspect_ratio,max_cell_aspect_ratio,drag_method,drift_method,proxy_notes
obs_055,neagh,Lough Neagh,2023-09-22,43.77557268,manual,43.77557268,,True,False,54.6477,-6.48795,2023-09-22 10:30:00+00:00,5.635,9.0,15000.0,19800.0,,0,,312.0088767200231,era5_cache_matched,data/raw/era5_cache/54p648_6p488_20230912_20230922.json,6.0,False,1.0,3,300.0,12.0,coare35,webb_fox_kemper,Hourly ERA5/Open-Meteo cache matched to observation date and location. Overpass assumed 10:30 local with an interpolated sample at the overpass time.
obs_056,neagh,Lough Neagh,2023-10-12,48.91934722,manual,48.91934722,,True,False,54.55024,-6.45712,2023-10-12 10:30:00+00:00,1.9049999999999998,9.0,15000.0,0.0,2023-10-12 10:30:00+00:00,7,low_wind_shutdown,234.91700392114734,era5_cache_matched,data/raw/era5_cache/54p550_6p457_20231002_20231012.json,6.0,False,1.0,3,300.0,12.0,coare35,webb_fox_kemper,Hourly ERA5/Open-Meteo cache matched to observation date and location. Overpass assumed 10:30 local with an interpolated sample at the overpass time.
obs_057,neagh,Lough Neagh,2023-10-14,47.62729888,manual,47.62729888,,True,False,54.61354,-6.46126,2023-10-14 10:30:00+00:00,4.535,9.0,15000.0,19800.0,,0,,281.59480837459415,era5_cache_matched,data/raw/era5_cache/54p614_6p461_20231004_20231014.json,6.0,False,1.0,3,300.0,12.0,coare35,webb_fox_kemper,Hourly ERA5/Open-Meteo cache matched to observation date and location. Overpass assumed 10:30 local with an interpolated sample at the overpass time.
obs_058,neagh,Lough Neagh,2023-12-13,145.2011897,manual,145.2011897,,True,False,54.55837,-6.42323,2023-12-13 10:30:00+00:00,2.855,9.0,15000.0,19800.0,,0,,327.4132902377854,era5_cache_matched,data/raw/era5_cache/54p558_6p423_20231203_20231213.json,6.0,False,1.0,3,300.0,12.0,coare35,webb_fox_kemper,Hourly ERA5/Open-Meteo cache matched to observation date and location. Overpass assumed 10:30 local with an interpolated sample at the overpass time.
obs_059,neagh,Lough Neagh,2024-01-30,41.35939644,manual,41.35939644,342.9462524,True,True,54.6119,-6.35649,2024-01-30 10:30:00+00:00,2.9699999999999998,9.0,15000.0,16200.0,2024-01-30 06:00:00+00:00,1,low_wind_shutdown,246.16877833926458,era5_cache_matched,data/raw/era5_cache/54p612_6p356_20240120_20240130.json,6.0,False,1.0,3,300.0,12.0,coare35,webb_fox_kemper,Hourly ERA5/Open-Meteo cache matched to observation date and location. Overpass assumed 10:30 local with an interpolated sample at the overpass time.
obs_060,neagh,Lough Neagh,2024-02-29,37.8473114,manual,37.8473114,,True,False,54.55904,-6.46704,2024-02-29 10:30:00+00:00,6.1899999999999995,9.0,15000.0,19800.0,,0,,223.54120488369728,era5_cache_matched,data/raw/era5_cache/54p559_6p467_20240219_20240229.json,6.0,False,1.0,3,300.0,12.0,coare35,webb_fox_kemper,Hourly ERA5/Open-Meteo cache matched to observation date and location. Overpass assumed 10:30 local with an interpolated sample at the overpass time.
obs_061,neagh,Lough Neagh,2024-03-20,67.69346434,manual,67.69346434,,True,False,54.52098,-6.39159,2024-03-20 10:30:00+00:00,4.025,9.0,15000.0,19800.0,,0,,2.172057456794221,era5_cache_matched,data/raw/era5_cache/54p521_6p392_20240310_20240320.json,6.0,False,1.0,3,300.0,12.0,coare35,webb_fox_kemper,Hourly ERA5/Open-Meteo cache matched to observation date and location. Overpass assumed 10:30 local with an interpolated sample at the overpass time.
obs_062,neagh,Lough Neagh,2024-03-22,40.72962664,manual,40.72962664,,True,False,54.59297,-6.35177,2024-03-22 10:30:00+00:00,7.765000000000001,9.0,15000.0,19800.0,,0,,263.0238272731956,era5_cache_matched,data/raw/era5_cache/54p593_6p352_20240312_20240322.json,6.0,False,1.0,3,300.0,12.0,coare35,webb_fox_kemper,Hourly ERA5/Open-Meteo cache matched to observation date and location. Overpass assumed 10:30 local with an interpolated sample at the overpass time.
obs_063,neagh,Lough Neagh,2024-03-30,78.44640948,manual,78.44640948,,True,False,54.64078,-6.39795,2024-03-30 10:30:00+00:00,3.665,9.0,15000.0,19800.0,,0,,175.92894322116433,era5_cache_matched,data/raw/era5_cache/54p641_6p398_20240320_20240330.json,6.0,False,1.0,3,300.0,12.0,coare35,webb_fox_kemper,Hourly ERA5/Open-Meteo cache matched to observation date and location. Overpass assumed 10:30 local with an interpolated sample at the overpass time.
obs_064,prairie,Prairie Lakes,2024-06-23,43.24604302,manual,43.24604302,52.33482851,True,True,48.15226,-99.15923,2024-06-23 16:30:00+00:00,2.965,3.5,12000.0,19800.0,,0,,354.0,era5_cache_matched,data/raw/era5_cache/48p152_99p159_20240613_20240623.json,6.0,False,1.0,3,300.0,12.0,coare35,webb_fox_kemper,Hourly ERA5/Open-Meteo cache matched to observation date and location. Overpass assumed 10:30 local with an interpolated sample at the overpass time.
obs_065,prairie,Prairie Lakes,2024-07-18,334.7000556,manual,334.7000556,,True,False,48.08915,-99.20817,2024-07-18 16:30:00+00:00,3.2,3.5,12000.0,19800.0,,0,,182.0312531703851,era5_cache_matched,data/raw/era5_cache/48p089_99p208_20240708_20240718.json,6.0,False,1.0,3,300.0,12.0,coare35,webb_fox_kemper,Hourly ERA5/Open-Meteo cache matched to observation date and location. Overpass assumed 10:30 local with an interpolated sample at the overpass time.
obs_066,prairie,Prairie Lakes,2024-07-21,106.3726971,wiggle,,106.3726971,False,True,48.00003,-98.96508,2024-07-21 16:30:00+00:00,2.755,3.5,12000.0,0.0,2024-07-21 16:30:00+00:00,1,direction_change,98.75741396234218,era5_cache_matched,data/raw/era5_cache/48p000_98p965_20240711_20240721.json,6.0,False,1.0,3,300.0,12.0,coare35,webb_fox_kemper,Hourly ERA5/Open-Meteo cache matched to observation date and location. Overpass assumed 10:30 local with an interpolated sample at the overpass time.
obs_067,neagh,Lough Neagh,2024-08-14,207.3406028,wiggle,,207.3406028,False,True,54.66882,-6.31636,2024-08-14 10:30:00+00:00,3.91,9.0,15000.0,12600.0,2024-08-14 07:00:00+00:00,3,low_wind_shutdown,191.6663455216596,era5_cache_matched,data/raw/era5_cache/54p669_6p316_20240804_20240814.json,6.0,False,1.0,3,300.0,12.0,coare35,webb_fox_kemper,Hourly ERA5/Open-Meteo cache matched to observation date and location. Overpass assumed 10:30 local with an interpolated sample at the overpass time.
