case_id,image_date,site_id,wiggle_spacing,manual_spacing,measurement_method,observed_spacing,depth,U10,Ra,L_inst,coarsened_width,mechanical_capped_width,comparison_spacing,visible_spacing_lower,pattern_lifetime_s,u_star_water,nu_T_vertical,A_H,n_events,visible_n_events,cap_binding,regime,matched_cache_file,observation_time_utc,window_history_h,obs_u10,obs_wind_direction_deg,window_mean_u10,window_median_u10,window_min_u10,window_max_u10,window_std_u10,hours_u10_le_4,hours_u10_le_5,hours_u10_ge_6,pattern_proxy_cache_file,has_manual,pattern_lifetime_h,comparison_bias_m,comparison_ratio,onset_bias_m,mechanical_bias_m
obs_017,2018-08-27,taihu,148.4256036,,wiggle,148.4256036,2.0,4.335,21556.78765285412,24.414535371018854,97.65814148407541,24.0,97.65814148407541,24.414535371018854,19800.0,0.005520617732993136,0.0007544653713532196,0.011041235465986272,2,2,True,supercritical,data/raw/era5_cache/31p385_120p144_20180817_20180827.json,2018-08-27 02:30:00+00:00,6.5,4.335,129.03114502794836,3.465625,3.44,2.56,4.335,0.6687368573474921,5.0,6.5,0.0,/home/op/PROJECTS/langmuir_rebuild/data/raw/era5_cache/31p385_120p144_20180817_20180827.json,False,5.5,-50.76746211592457,0.6579602111456424,-124.01106822898113,-124.42560359999999
obs_019,2018-10-11,taihu,125.875616,38.21719311,manual,125.875616,2.0,3.935,21713.93250453646,24.904671152691318,99.61868461076527,24.0,99.61868461076527,24.904671152691318,19800.0,0.0048668335518142905,0.0006651171228610122,0.009733667103628581,2,2,True,supercritical,data/raw/era5_cache/31p325_120p005_20181001_20181011.json,2018-10-11 02:30:00+00:00,6.5,3.935,27.517154183356638,3.261875,3.15,2.72,3.935,0.41518021313039477,6.5,6.5,0.0,/home/op/PROJECTS/langmuir_rebuild/data/raw/era5_cache/31p325_120p005_20181001_20181011.json,True,5.5,-26.256931389234722,0.7914057366818786,-100.97094484730867,-101.875616
obs_020,2019-05-24,taihu,111.5705296,,wiggle,111.5705296,2.0,5.1899999999999995,21174.51016373049,23.520001312321874,94.0800052492875,24.0,94.0800052492875,23.520001312321874,19800.0,0.007022264766985928,0.000959685283677883,0.014044529533971856,2,2,True,supercritical,data/raw/era5_cache/31p385_120p152_20190514_20190524.json,2019-05-24 02:30:00+00:00,6.5,5.1899999999999995,163.02505071164012,4.28125,4.035,3.68,5.1899999999999995,0.558467490101259,4.0,6.0,0.0,/home/op/PROJECTS/langmuir_rebuild/data/raw/era5_cache/31p385_120p152_20190514_20190524.json,False,5.5,-17.490524350712505,0.8432334738087278,-88.05052828767813,-87.5705296
obs_021,2019-05-29,taihu,179.0578665,,wiggle,179.0578665,2.0,1.53,20450.922925559607,29.925717607796695,29.925717607796695,24.0,29.925717607796695,29.925717607796695,0.0,0.001701376642617691,0.00023251560288495095,0.003402753285235382,0,0,True,supercritical,data/raw/era5_cache/31p361_120p180_20190519_20190529.json,2019-05-29 02:30:00+00:00,6.5,1.53,189.72448445284584,1.7862500000000001,1.68,1.46,2.33,0.3254972158099052,6.5,6.5,0.0,/home/op/PROJECTS/langmuir_rebuild/data/raw/era5_cache/31p361_120p180_20190519_20190529.json,False,0.0,-149.1321488922033,0.16712875112804215,-149.1321488922033,-155.0578665
obs_022,2019-11-05,taihu,78.84174563,,wiggle,78.84174563,2.0,2.52,21754.11214502798,27.23219296297495,108.9287718518998,24.0,108.9287718518998,27.23219296297495,19800.0,0.0028416645923272183,0.0003883510207740942,0.005683329184654437,2,2,True,supercritical,data/raw/era5_cache/31p332_120p004_20191026_20191105.json,2019-11-05 02:30:00+00:00,6.5,2.52,20.880843641365743,2.5999999999999996,2.6100000000000003,2.4,2.84,0.12419742348374219,6.5,6.5,0.0,/home/op/PROJECTS/langmuir_rebuild/data/raw/era5_cache/31p332_120p004_20191026_20191105.json,False,5.5,30.08702622189979,1.3816128877092164,-51.609552667025056,-54.841745630000005
obs_023,2019-12-10,taihu,240.0385851,,wiggle,240.0385851,2.0,1.21,19734.55774805047,31.189625385292935,31.189625385292935,24.0,31.189625385292935,31.189625385292935,0.0,0.0013605102149838058,0.000185931700802817,0.0027210204299676116,0,0,True,supercritical,data/raw/era5_cache/31p275_120p035_20191130_20191210.json,2019-12-10 02:30:00+00:00,6.5,1.21,218.47103834958577,1.73,1.49,1.2,2.72,0.5846152580971523,6.5,6.5,0.0,/home/op/PROJECTS/langmuir_rebuild/data/raw/era5_cache/31p275_120p035_20191130_20191210.json,False,0.0,-208.84895971470706,0.12993588248447369,-208.84895971470706,-216.0385851
obs_025,2020-05-03,taihu,110.0430083,,wiggle,110.0430083,2.0,3.935,21713.93250453646,24.904671152691318,99.61868461076527,24.0,99.61868461076527,24.904671152691318,19800.0,0.0048668335518142905,0.0006651171228610122,0.009733667103628581,2,2,True,supercritical,data/raw/era5_cache/31p248_120p195_20200423_20200503.json,2020-05-03 02:30:00+00:00,6.5,3.935,244.50571806127073,3.7056250000000004,3.7,3.51,3.935,0.14118776283729417,6.5,6.5,0.0,/home/op/PROJECTS/langmuir_rebuild/data/raw/era5_cache/31p248_120p195_20200423_20200503.json,False,5.5,-10.424323689234726,0.9052704587935667,-85.13833714730868,-86.0430083
obs_026,2020-08-11,taihu,300.5653587,212.1271591,manual,300.5653587,2.0,2.62,21805.220945162277,27.024930442354552,54.049860884709105,24.0,54.049860884709105,27.024930442354552,12600.0,0.0029686002518804107,0.00040569845617981323,0.005937200503760821,1,1,True,supercritical,data/raw/era5_cache/31p234_120p138_20200801_20200811.json,2020-08-11 02:30:00+00:00,6.5,2.62,145.0152687256159,1.9187500000000002,1.8850000000000002,0.72,2.91,0.7354494799100751,6.5,6.5,0.0,/home/op/PROJECTS/langmuir_rebuild/data/raw/era5_cache/31p234_120p138_20200801_20200811.json,True,3.5,-246.51549781529087,0.17982731316238376,-273.54042825764543,-276.5653587
obs_028,2020-10-20,taihu,94.03664409,,wiggle,94.03664409,2.0,3.7350000000000003,21781.47660232827,25.171265471536245,100.68506188614498,24.0,100.68506188614498,25.171265471536245,19800.0,0.004552359167585151,0.0006221400422961752,0.009104718335170302,2,2,True,supercritical,data/raw/era5_cache/31p207_120p263_20201010_20201020.json,2020-10-20 02:30:00+00:00,6.5,3.7350000000000003,50.98794078505125,3.110625,3.115,2.62,3.75,0.42921758395364007,6.5,6.5,0.0,/home/op/PROJECTS/langmuir_rebuild/data/raw/era5_cache/31p207_120p263_20201010_20201020.json,False,5.5,6.648417796144983,1.070700287749337,-68.86537861846375,-70.03664409
obs_035,2021-07-07,taihu,150.0154346,,wiggle,150.0154346,2.0,3.365,21873.734652349292,25.709430810216425,102.8377232408657,24.0,102.8377232408657,25.709430810216425,12600.0,0.003993761524363406,0.0005458002921606715,0.007987523048726812,2,2,True,supercritical,data/raw/era5_cache/31p303_120p126_20210627_20210707.json,2021-07-07 02:30:00+00:00,6.5,3.365,247.12938996196146,2.5881250000000002,2.45,1.89,3.365,0.4971791521926478,6.5,6.5,0.0,/home/op/PROJECTS/langmuir_rebuild/data/raw/era5_cache/31p303_120p126_20210627_20210707.json,False,3.5,-47.17771135913429,0.6855142840139844,-124.30600378978357,-126.01543459999999
obs_037,2021-10-10,taihu,185.1798507,,wiggle,185.1798507,2.0,1.63,20649.688464481544,29.582559816783817,29.582559816783817,24.0,29.582559816783817,29.582559816783817,0.0,0.0018093375754416156,0.0002472698911211844,0.0036186751508832313,0,0,True,supercritical,data/raw/era5_cache/31p344_120p099_20210930_20211010.json,2021-10-10 02:30:00+00:00,6.5,1.63,53.867727351763165,2.105,2.005,1.63,2.98,0.4623580863356886,6.5,6.5,0.0,/home/op/PROJECTS/langmuir_rebuild/data/raw/era5_cache/31p344_120p099_20210930_20211010.json,False,0.0,-155.59729088321617,0.15975042481651497,-155.59729088321617,-161.1798507
obs_038,2021-10-30,taihu,69.86280218,,wiggle,69.86280218,2.0,0.98,19162.289510285842,32.30130949481171,32.30130949481171,24.0,32.30130949481171,32.30130949481171,0.0,0.0011168168862755058,0.0001526277868872765,0.0022336337725510115,0,0,True,supercritical,data/raw/era5_cache/31p282_120p036_20211020_20211030.json,2021-10-30 02:30:00+00:00,6.5,0.98,301.99422778573864,0.88875,0.905,0.63,1.12,0.15235136198931734,6.5,6.5,0.0,/home/op/PROJECTS/langmuir_rebuild/data/raw/era5_cache/31p282_120p036_20211020_20211030.json,False,0.0,-37.56149268518829,0.46235347691305145,-37.56149268518829,-45.86280218
